id,code,title,description,position,placeDataListCsv,mainImage,period,prizeInfoName,prizeInfoImage
1,toyohasi,豊橋・蒲郡キャンペーン,"日本旅行120周年記念豊橋・蒲郡キャンペーン
JR豊橋駅・吉田神社・安久美神戸神明社・吉田城・JR蒲郡駅・八百富神社を巡るスタンプラリーです",豊橋・蒲郡,https://jinja-net.jp/stamp-toyohasi/data/toyohasi.csv,https://jinja-net.jp/stamp-toyohasi/image/TOP.png,2024年9月1日 〜 2024年9月30日,,
